@RELATION historico_ibov_cot_dia

@ATTRIBUTE data date "dd-MM-yyyy"
@ATTRIBUTE historico numeric
@ATTRIBUTE fechamento numeric
@ATTRIBUTE varianca_dia real
@ATTRIBUTE abertura real
@ATTRIBUTE minimo numeric
@ATTRIBUTE medio numeric
@ATTRIBUTE maximo numeric
@ATTRIBUTE volume numeric
@ATTRIBUTE negocios numeric
@ATTRIBUTE mms real
@ATTRIBUTE mme real
@ATTRIBUTE d1 real
@ATTRIBUTE tendencia {'baixa', 'sem tendencia', 'alta'}
@DATA
16-05-2018,86537,86537,1.65,85121.64,85044,86337,86678,12225725831,1298016,85079.5,83306.12401424561,0,'alta'
15-05-2018,85130,85130,-0.12,85224.78,83830,84764,85231,14003819607,1687183,85833.5,85460.04133808186,0,'baixa'
14-05-2018,85232,85232,0.01,85221.9,84688,85437,86105,12274015310,1514727,85181.0,85240.01377936063,0,'alta'
11-05-2018,85220,85220,-0.75,85861.42,85183,85671,86406,13086772992,1438374,85226.0,85234.67125978688,0,'baixa'
10-05-2018,85861,85861,1.89,84283.91,84284,85588,86201,14842404881,1574139,85540.5,85224.89041992895,0,'alta'
09-05-2018,84265,84265,1.58,82977.48,82855,83825,84447,14113712268,1557258,85063.0,85648.96347330965,0,'baixa'
08-05-2018,82956,82956,0.29,82714.98,82201,82937,83409,12920484969,1278181,83610.5,84726.32115776988,0,'baixa'
07-05-2018,82714,82714,-0.49,83122.31,82602,83256,83643,9105996983,1066436,82835.0,83546.10705258996,0,'baixa'
04-05-2018,83118,83118,-0.2,83286.38,82746,83370,83671,11559394145,1170757,82916.0,82991.36901752999,0,'alta'
03-05-2018,83288,83288,-1.49,84546.82,83178,83704,84562,12226784075,1285808,83203.0,83075.78967251,0,'alta'
02-05-2018,84547,84547,-1.82,86110.76,84383,84908,86111,11644606473,1309140,83917.5,83217.26322417,0,'alta'
30-04-2018,86116,86116,-0.38,86442.7,85979,86268,86739,7455584576,896519,85331.5,84103.75440805667,0,'alta'
27-04-2018,86445,86445,0.07,86383.2,86262,86575,87179,10048058783,1080664,86280.5,85445.25146935222,0,'alta'
26-04-2018,86383,86383,1.57,85051.35,85051,85929,86383,10389306569,1056541,86414.0,86111.75048978407,0,'baixa'
25-04-2018,85044,85044,-0.5,85465.87,84349,84930,85466,11178528550,1174370,85713.5,86292.58349659469,0,'baixa'
24-04-2018,85469,85469,-0.16,85603.18,85106,85802,86578,9517954026,1063057,85256.5,85460.19449886489,0,'alta'
23-04-2018,85603,85603,0.06,85520.42,84711,85374,85746,8857415592,968669,85536.0,85466.06483295496,0,'alta'
20-04-2018,85550,85550,-0.32,85823.13,85025,85394,85823,8650166548,928180,85576.5,85557.35494431831,0,'baixa'
19-04-2018,85824,85824,0.06,85774.78,85197,85645,86059,10744088006,1110544,85687.0,85552.4516481061,0,'alta'
18-04-2018,85776,85776,2.01,84090.28,84090,85622,86149,16001812333,1350944,85800.0,85733.48388270203,0,'baixa'
17-04-2018,84086,84086,1.48,82862.26,82810,83682,84191,8838216161,1039792,84931.0,85761.82796090067,0,'baixa'
16-04-2018,82862,82862,-1.75,84328.2,82762,83350,84591,12873610997,1009215,83474.0,84644.60932030022,0,'baixa'
13-04-2018,84334,84334,-1.3,85441.03,84144,84464,85441,10046441939,1113541,83598.0,83456.20310676674,0,'alta'
12-04-2018,85444,85444,0.23,85245.59,85025,85298,85577,8847350347,1042029,84889.0,84041.40103558892,0,'alta'
11-04-2018,85246,85246,0.87,84493.89,84340,85128,85417,10009143889,1073048,85345.0,84976.46701186297,0,'baixa'
10-04-2018,84510,84510,1.44,83312.03,83312,84091,84538,11333605403,1182342,84878.0,85156.155670621,0,'baixa'
09-04-2018,83307,83307,-1.78,84832.44,83155,83968,85110,9225958730,1125871,83908.5,84725.38522354033,0,'baixa'
06-04-2018,84820,84820,-0.46,85209.66,83833,84420,85210,9680191051,1071673,84063.5,83779.79507451344,0,'alta'
05-04-2018,85210,85210,1.01,84373.95,84374,85546,86148,13218694174,1209149,85015.0,84473.26502483782,0,'alta'
04-04-2018,84360,84360,-0.31,84610.3,82826,83747,84610,9051200845,1109991,84785.0,84964.42167494594,0,'baixa'
03-04-2018,84623,84623,-0.05,84668.89,84210,84859,85411,8402671674,930552,84491.5,84561.47389164865,0,'alta'
02-04-2018,84666,84666,-0.82,85364.83,84166,84899,85675,8059285253,988662,84644.5,84602.49129721621,0,'alta'
29-03-2018,85366,85366,1.79,83874.14,83874,85134,85708,10904248523,1107928,85016.0,84644.8304324054,0,'alta'
28-03-2018,83868,83868,0.07,83805.7,82889,83412,83889,8842448931,1150951,84617.0,85125.61014413513,0,'baixa'
27-03-2018,83808,83808,-1.5,85102.68,83542,84621,85296,9459425107,973053,83838.0,84287.20338137838,0,'baixa'
26-03-2018,85088,85088,0.84,84377.31,84357,84842,85553,7476934056,905199,84448.0,83967.73446045945,0,'alta'
23-03-2018,84377,84377,-0.46,84766.09,84042,84691,85450,10275791001,1105075,84732.5,84714.57815348648,0,'baixa'
22-03-2018,84768,84768,-0.25,84984.14,84197,84812,85499,9998539604,1101260,84572.5,84489.52605116216,0,'alta'
21-03-2018,84977,84977,0.97,84165.84,84080,84598,85145,11215459340,1164476,84872.5,84675.17535038739,0,'alta'
20-03-2018,84164,84164,0.3,83918.78,83682,84132,84412,8089535371,936193,84570.5,84876.39178346246,0,'baixa'
19-03-2018,83913,83913,-1.15,84886.15,83678,84018,84886,16359697420,1253191,84038.5,84401.46392782082,0,'baixa'
16-03-2018,84886,84886,-0.05,84928.2,84525,85060,85495,17521903163,1181940,84399.5,84075.82130927361,0,'alta'
15-03-2018,84928,84928,-1.3,86050.73,84720,85192,86051,12101014307,1199166,84907.0,84615.94043642454,0,'alta'
14-03-2018,86051,86051,-0.39,86383.17,85691,86155,86970,9480128909,973416,85489.5,84823.98014547485,0,'alta'
13-03-2018,86384,86384,-0.59,86902.49,86119,86579,87333,9105464839,1066823,86217.5,85641.99338182496,0,'alta'
12-03-2018,86900,86900,0.61,86386.22,86386,86780,87046,8797662354,998813,86642.0,86136.66446060831,0,'alta'
09-03-2018,86371,86371,1.63,84987.15,84749,86013,86389,11365660099,1240115,86635.5,86645.55482020277,0,'baixa'
08-03-2018,84985,84985,-0.58,85509.88,84491,84966,85830,11155538323,1138537,85678.0,86462.51827340093,0,'baixa'
07-03-2018,85484,85484,-0.2,85652.9,84397,84949,85653,10832661616,1217690,85234.5,85477.50609113365,0,'alta'
06-03-2018,85653,85653,-0.43,86023.05,85653,86354,86931,10998149862,1328200,85568.5,85481.83536371122,0,'alta'
05-03-2018,86023,86023,0.3,85761.19,85053,85718,86165,10090809243,1200675,85838.0,85595.94512123708,0,'alta'
02-03-2018,85761,85761,0.45,85377.82,83897,84739,85761,10641365368,1294817,85892.0,85880.64837374569,0,'baixa'
01-03-2018,85378,85378,0.03,85337.16,84640,85598,86260,12266989469,1394667,85569.5,85800.88279124856,0,'baixa'
28-02-2018,85354,85354,-1.82,86939.29,85199,86249,87109,8097685044,833041,85366.0,85518.96093041619,0,'baixa'
27-02-2018,86935,86935,-0.82,87648.98,86613,87191,87839,9806371117,1174079,86144.5,85408.98697680539,0,'alta'
26-02-2018,87653,87653,0.41,87295.86,87242,87692,88318,11825549453,1422672,87294.0,86426.32899226846,0,'alta'
23-02-2018,87293,87293,0.7,86690.01,86138,86829,87345,12931028537,1176031,87473.0,87244.10966408948,0,'baixa'
22-02-2018,86686,86686,0.74,86050.46,86050,86755,87159,11147602661,1155953,86989.5,87276.70322136316,0,'baixa'
21-02-2018,86052,86052,0.29,85803.96,85804,86516,87358,15006618703,1421375,86369.0,86882.90107378773,0,'baixa'
20-02-2018,85804,85804,1.19,84791.97,84261,85421,86290,12390672111,1263312,85928.0,86328.96702459591,0,'baixa'
19-02-2018,84793,84793,0.32,84524.58,84525,84733,84956,13344638297,749094,85298.5,85978.98900819864,0,'baixa'
16-02-2018,84525,84525,0.28,84290.9,83824,84219,84575,11119215340,1065036,84659.0,85188.32966939955,0,'baixa'
15-02-2018,84291,84291,0.9,83550.96,83551,84330,84686,11166598964,1178821,84408.0,84746.10988979985,0,'baixa'
14-02-2018,83543,83543,3.27,80901.47,80901,83077,83782,11273376407,1268452,83917.0,84442.70329659995,0,'baixa'
09-02-2018,80899,80899,-0.78,81531.51,79690,80894,81897,12486591389,1496622,82221.0,83842.90109886666,0,'baixa'
08-02-2018,81533,81533,-1.49,82773.48,81109,82403,83501,11392355719,1230676,81216.0,81880.30036628888,0,'alta'
07-02-2018,82767,82767,-1.34,83893.81,82548,83643,84410,11972452683,1286980,82150.0,81648.76678876297,0,'alta'
06-02-2018,83894,83894,2.48,81857.26,80804,82664,84162,16999474447,1645556,83330.5,82394.25559625433,0,'alta'
05-02-2018,81861,81861,-2.59,84039.78,81861,83518,84311,9676222855,998951,82877.5,83394.08519875145,0,'baixa'
02-02-2018,84041,84041,-1.7,85495.08,83831,84254,85495,10211992123,1137498,82951.0,82372.02839958381,0,'alta'
01-02-2018,85495,85495,0.69,84912.87,84833,85483,86028,12363526055,1332082,84768.0,83484.6761331946,0,'alta'
31-01-2018,84913,84913,0.51,84485.49,84484,85590,86213,12695021011,1302839,85204.0,84824.8920443982,0,'baixa'
30-01-2018,84482,84482,-0.25,84697.27,83804,84099,84697,10136195484,1007977,84697.5,84883.63068146606,0,'baixa'
29-01-2018,84698,84698,-0.97,85530.84,84341,84737,85531,11649264088,1145138,84590.0,84615.87689382202,0,'alta'
26-01-2018,85531,85531,2.21,83680.24,83680,84875,85531,16448491249,1845570,85114.5,84670.625631274,0,'alta'
24-01-2018,83680,83680,3.72,80678.81,80679,82431,83680,15756103632,1556426,84605.5,85244.208543758,0,'baixa'
23-01-2018,80678,80678,-1.22,81676.09,80524,80962,81676,11752598153,1116129,82179.0,84201.40284791934,0,'baixa'
22-01-2018,81675,81675,0.56,81219.5,80923,81315,81675,7761762007,895687,81176.5,81852.46761597312,0,'alta'
19-01-2018,81220,81220,0.32,80964.73,80854,81141,81429,8431344887,883230,81447.5,81734.15587199104,0,'baixa'
18-01-2018,80963,80963,-0.28,81185.02,80498,81043,81367,9548153597,0,81091.5,81391.38529066367,0,'baixa'
17-01-2018,81189,81189,1.7,79831.63,79828,80514,81189,13916414317,1106817,81076.0,81105.79509688789,0,'alta'
16-01-2018,79832,79832,0.1,79750.74,79668,80017,80246,8890579145,964090,80510.5,81161.26503229597,0,'baixa'
15-01-2018,79752,79752,0.51,79349.12,79349,79703,79847,10173560620,656769,79792.0,80275.08834409865,0,'baixa'
12-01-2018,79349,79349,-0.02,79365.44,78861,79132,79440,9116089337,1117512,79550.5,79926.36278136622,0,'baixa'
11-01-2018,79365,79365,1.49,78200.75,78201,78740,79365,8595215069,963348,79357.0,79541.4542604554,0,'alta'
10-01-2018,78201,78201,-0.84,78863.57,78164,78393,78864,7748753269,939719,78783.0,79423.81808681847,0,'baixa'
09-01-2018,78864,78864,-0.65,79379.21,78699,79067,79415,9258833797,1051514,78532.5,78608.6060289395,0,'alta'
08-01-2018,79379,79379,0.39,79070.27,78631,79050,79395,7365749722,1008108,79121.5,78778.86867631317,0,'alta'
05-01-2018,79071,79071,0.54,78644.27,78218,78748,79071,7971504703,961870,79225.0,79178.95622543772,0,'baixa'
04-01-2018,78647,78647,0.84,77997.69,77998,78824,79135,9568295506,0,78859.0,79106.98540847925,0,'baixa'
03-01-2018,77995,77995,0.13,77889.41,77602,78090,78414,8739288234,1060439,78321.0,78800.32846949308,0,'baixa'
02-01-2018,77891,77891,1.95,76402.6,76403,77566,77909,7991078520,1119447,77943.0,78263.44282316435,0,'baixa'
29-12-2017,76402,76402,0,76402.08,76402,76402,76402,?,0,77146.5,78015.14760772145,0,'baixa'
28-12-2017,76402,76402,0.43,76077.06,76077,76332,76437,7188256586,796752,76402.0,76939.71586924048,0,'sem tendencia'
27-12-2017,76073,76073,0.48,75707.73,75708,76137,76293,5150077466,708212,76237.5,76581.23862308016,0,'baixa'
26-12-2017,75708,75708,0.69,75186.53,74924,75523,75837,4926807391,609110,75890.5,76242.41287436006,0,'baixa'
22-12-2017,75187,75187,0.07,75128.09,74623,75036,75227,5877583024,744688,75447.5,75886.13762478669,0,'baixa'
21-12-2017,75133,75133,2.41,73367.03,73265,74302,75133,9684252711,1016737,75160.0,75420.0458749289,0,'baixa'
20-12-2017,73367,73367,0.94,72679.76,72680,73269,73492,6549388179,1022995,74250.0,75228.68195830964,0,'baixa'
19-12-2017,72680,72680,-0.6,73121.62,72347,72680,73139,6708826793,942810,73023.5,73987.56065276988,0,'baixa'
18-12-2017,73115,73115,0.7,72621.39,72621,73210,73519,14271103664,991527,72897.5,73115.85355092329,0,'alta'
15-12-2017,72608,72608,0.25,72428.32,72277,72704,73069,17835238282,1219005,72861.5,73115.28451697443,0,'baixa'
14-12-2017,72429,72429,-0.67,72912.72,71969,72361,72913,11391099183,1012228,72518.5,72777.09483899147,0,'baixa'
13-12-2017,72914,72914,-1.22,73827.21,72569,73884,74622,29742478650,1440519,72671.5,72545.03161299716,0,'alta'
12-12-2017,73814,73814,1.39,72799.71,71798,72635,73814,8120850534,967489,73364.0,72791.01053766572,0,'alta'
11-12-2017,72800,72800,0.09,72774.97,72498,73036,73361,6902111551,829075,73307.0,73473.00351255524,0,'baixa'
08-12-2017,72732,72732,0.34,72489.15,72489,73098,73425,8384161937,930215,72766.0,73024.33450418508,0,'baixa'
07-12-2017,72487,72487,-1.07,73267.88,71356,72310,73268,9070925311,1155239,72609.5,72829.44483472836,0,'baixa'
06-12-2017,73268,73268,1,72534.53,71906,72570,73418,8686522412,1079242,72877.5,72601.14827824279,0,'alta'
05-12-2017,72546,72546,-0.74,73090.17,72319,73446,74166,8028188069,1026332,72907.0,73045.71609274759,0,'baixa'
04-12-2017,73090,73090,1.14,72266.11,72266,73090,73749,8015076506,1048112,72818.0,72712.57203091586,0,'alta'
01-12-2017,72264,72264,0.74,71955.27,71488,72078,72472,7791900697,1108754,72677.0,72964.19067697195,0,'baixa'
30-11-2017,71733,71733,-1.33,72700.45,71215,71776,72700,26299263433,1747887,71998.5,72497.39689232399,0,'baixa'
29-11-2017,72700,72700,-1.94,74145.67,72700,73380,74515,9788775863,1253957,72216.5,71987.79896410799,0,'alta'
28-11-2017,74140,74140,0.11,74059.95,74056,74522,74989,8807607480,1068072,73420.0,72462.59965470266,0,'alta'
27-11-2017,74059,74059,-0.13,74157.15,73159,73575,74157,7401463450,951484,74099.5,73580.86655156755,0,'baixa'
24-11-2017,74157,74157,-0.44,74503,74093,74301,74542,6964862030,719580,74108.0,73899.62218385586,0,'alta'
23-11-2017,74487,74487,-0.04,74518.79,73851,74201,74578,4510785428,626474,74322.0,74071.20739461861,0,'alta'
22-11-2017,74519,74519,-0.1,74611.04,74242,74582,75019,9642012270,1148042,74503.0,74348.40246487287,0,'alta'
21-11-2017,74595,74595,1.58,73438.97,73439,74573,75073,13603005214,1224199,74557.0,74462.13415495762,0,'alta'
17-11-2017,73437,73437,1.28,72512.14,72390,73075,73632,7891361468,1082179,74016.0,74550.71138498587,0,'baixa'
16-11-2017,72512,72512,2.38,70827.38,70827,72185,72896,9989231124,1240847,72974.5,73808.23712832862,0,'baixa'
14-11-2017,70827,70827,-2.27,72442.33,70825,71863,72838,11323745534,1353466,71669.5,72944.07904277621,0,'baixa'
13-11-2017,72475,72475,0.43,72166.53,71776,72130,72735,8108301558,1067653,71651.0,71532.69301425874,0,'alta'
10-11-2017,72166,72166,-1.05,72932.44,71920,72297,73019,9030385439,1120210,72320.5,72160.89767141957,0,'baixa'
09-11-2017,72931,72931,-1.93,74363.02,72795,73412,74363,9132357748,1192331,72548.5,72164.29922380652,0,'alta'
08-11-2017,74363,74363,2.69,72467.63,72468,73073,74481,9376743149,1244837,73647.0,72675.43307460217,0,'alta'
07-11-2017,72415,72415,-2.55,74305.9,72386,73081,74306,13085312173,1591337,73389.0,73800.47769153406,0,'baixa'
06-11-2017,74311,74311,0.53,73911.36,73830,74203,74445,9288011602,1172324,73363.0,72876.82589717802,0,'alta'
03-11-2017,73915,73915,0.12,73833.88,73094,73751,74254,11352314511,1562948,74113.0,73832.941965726,0,'baixa'
01-11-2017,73824,73824,-0.65,74310.26,73823,74501,75199,9931625789,1326164,73869.5,73887.64732190866,0,'baixa'
31-10-2017,74308,74308,-0.66,74798.19,74145,74571,75142,9656988794,1251293,74066.0,73845.21577396955,0,'alta'
30-10-2017,74800,74800,-1.55,75972.7,74305,74968,75973,10374071551,1311747,74554.0,74153.73859132318,0,'alta'
27-10-2017,75976,75976,0.1,75898.24,75601,76197,76617,9009775414,1113356,75388.0,74584.57953044106,0,'alta'
26-10-2017,75896,75896,-1.01,76671.13,75813,76518,77061,8489709590,994732,75936.0,75512.19317681369,0,'baixa'
25-10-2017,76671,76671,0.42,76350.19,75404,76290,76883,8714206814,974212,76283.5,75768.06439227123,0,'alta'
24-10-2017,76350,76350,1.24,75425.98,75426,76050,76420,8587256035,936109,76510.5,76370.02146409042,0,'baixa'
23-10-2017,75413,75413,-1.28,76397.93,75315,75856,76498,7501402279,953874,75881.5,76356.67382136347,0,'baixa'
20-10-2017,76391,76391,0.14,76291.37,76291,76697,76971,8140010856,877775,75902.0,75727.55794045448,0,'alta'
19-10-2017,76283,76283,-0.4,,?,,75366,75840,76591,7208228615,940927,76337.0,76169.85264681817,0,'baixa'
18-10-2017,76591,76591,0.51,,?,,76012,76447,76730,18728839273,1293025,76437.0,76245.28421560605,0,'alta'
17-10-2017,76201,76201,-1.05,76891.84,76046,76348,76892,8897259931,1132529,76396.0,76475.76140520202,0,'baixa'
16-10-2017,77007,77007,0.02,76984.58,76565,76921,77382,13396969249,1033689,76604.0,76292.58713506734,0,'alta'
13-10-2017,76990,76990,0.43,76659.37,76659,76983,77319,10041165386,1228464,76998.5,76768.86237835579,0,'baixa'
11-10-2017,76660,76660,-0.31,76910.03,76323,76576,76985,10374677635,1138642,76825.0,76916.28745945192,0,'baixa'
10-10-2017,76897,76897,1.55,75745.07,75745,76545,76996,9860320873,1095221,76778.5,76745.42915315065,0,'alta'
09-10-2017,75727,75727,-0.43,76054.71,75181,75454,76067,6658185232,794151,76312.0,76846.47638438355,0,'baixa'
06-10-2017,76055,76055,-0.73,76617.53,75603,75889,76618,7900714929,982138,75891.0,76100.15879479452,0,'alta'
05-10-2017,76618,76618,0.03,76592.13,76592,77360,78024,11335860459,1289287,76336.5,76070.05293159817,0,'alta'
04-10-2017,76591,76591,-0.22,76762.91,76422,76706,77004,9036345924,1031407,76604.5,76435.35097719938,0,'baixa'
03-10-2017,76763,76763,3.23,74363.21,74363,75729,76763,11244103165,1204404,76677.0,76539.1169923998,0,'alta'
02-10-2017,74360,74360,0.09,74294.53,73845,74199,74506,7303232913,951793,75561.5,76688.37233079993,0,'baixa'
29-09-2017,74294,74294,0.99,73571.31,73571,74206,74518,9001633334,1038130,74327.0,75136.12411026664,0,'baixa'
28-09-2017,73567,73567,-0.31,73807.84,73277,73605,74011,8633137039,1133671,73930.5,74574.70803675555,0,'baixa'
27-09-2017,73797,73797,-0.7,74357.93,73125,73724,74744,9313281161,1082790,73682.0,73902.90267891852,0,'alta'
26-09-2017,74319,74319,-0.17,74443.47,74319,74712,74971,9391884124,927011,74058.0,73832.30089297284,0,'alta'
25-09-2017,74443,74443,-1.26,75381.17,74303,74684,75470,8305966466,1049066,74381.0,74156.76696432428,0,'alta'
22-09-2017,75390,75390,-0.28,75617.61,75029,75372,75734,7786710257,925464,74916.5,74347.5889881081,0,'alta'
21-09-2017,75604,75604,-0.53,76013.77,75282,75639,76251,9236507597,1134049,75497.0,75042.5296627027,0,'alta'
20-09-2017,76004,76004,0.04,75973.63,75074,75736,76420,12337835678,1242365,75804.0,75416.8432209009,0,'alta'
19-09-2017,75974,75974,-0.02,75990.4,75300,75715,76071,8264988992,1092051,75989.0,75808.28107363364,0,'baixa'
18-09-2017,75990,75990,0.31,75758.49,75621,75999,76404,14485410306,1110458,75982.0,75918.76035787788,0,'alta'
15-09-2017,75757,75757,1.47,74656.4,74648,75391,75820,15751320216,1313207,75873.5,75966.25345262596,0,'baixa'
14-09-2017,74657,74657,-0.18,74786.55,74397,74670,74949,9213527697,1073301,75207.0,75826.75115087532,0,'baixa'
13-09-2017,74788,74788,0.33,74542.81,74196,74728,75146,10225348081,1111552,74722.5,75046.91705029177,0,'alta'
12-09-2017,74539,74539,0.3,74322.04,74294,74892,75332,9835255934,1090992,74663.5,74874.30568343059,0,'baixa'
11-09-2017,74319,74319,1.7,73095.62,73096,74314,74636,9518696778,1155872,74429.0,74650.76856114353,0,'baixa'
08-09-2017,73079,73079,-0.45,73413.4,72925,73163,73646,8485853744,1096322,73699.0,74429.58952038118,0,'baixa'
07-09-2017,73412,73412,0,73412.41,73412,73412,73412,?,0,73245.5,73529.19650679373,0,'alta'
06-09-2017,73412,73412,1.75,72156.81,72157,73259,73608,11048251819,1464046,73412.0,73451.06550226458,0,'sem tendencia'
05-09-2017,72151,72151,0.03,72134.02,71827,72289,73180,10891406700,1471893,72781.5,73425.0218340882,0,'baixa'
04-09-2017,72129,72129,0.29,71921.46,71671,71941,72141,5393740081,745106,72140.0,72575.67394469607,0,'baixa'
01-09-2017,71923,71923,1.54,70848.16,70846,71940,72217,9887147354,1180447,72026.0,72277.89131489869,0,'baixa'
31-08-2017,70835,70835,-0.07,70887.11,70516,70821,71234,12106529308,1128327,71379.0,72041.29710496623,0,'baixa'
30-08-2017,70886,70886,-0.62,71327.97,70755,70914,71454,7303461189,1042461,70860.5,71237.09903498874,0,'alta'
29-08-2017,71330,71330,0.44,71005.06,70517,71031,71330,6474841534,929622,71108.0,71003.03301166292,0,'alta'
28-08-2017,71017,71017,-0.08,71073.65,70909,71120,71390,6326044600,786017,71173.5,71221.01100388764,0,'baixa'
25-08-2017,71074,71074,-0.08,71137.68,70801,71036,71506,6448688160,956287,71045.5,71085.00366796255,0,'alta'
24-08-2017,71133,71133,0.93,70482.38,70482,70951,71238,8633737145,1082140,71103.5,71077.66788932084,0,'alta'
23-08-2017,70478,70478,0.66,70010.71,69947,70334,70587,8410067357,1090254,70805.5,71114.55596310695,0,'baixa'
22-08-2017,70015,70015,2.01,68644.89,68645,70037,70278,11668399137,1244075,70246.5,70690.18532103565,0,'baixa'
21-08-2017,68635,68635,-0.12,68713.25,68514,68834,69068,11767837706,1039104,69325.0,70240.06177367855,0,'baixa'
18-08-2017,68715,68715,1.09,67989.96,67979,68544,68808,9073764588,1148277,68675.0,69170.02059122619,0,'alta'
17-08-2017,67977,67977,-0.9,68595.65,67866,68178,68596,7530004522,938555,68346.0,68866.67353040873,0,'baixa'
16-08-2017,68594,68594,0.35,68356.34,68304,68637,68950,10372886703,1048854,68285.5,68273.55784346958,0,'alta'
15-08-2017,68355,68355,0.1,68295.78,68293,68610,68846,7352814968,1006043,68474.5,68487.18594782319,0,'baixa'
14-08-2017,68285,68285,1.37,67363.71,67226,68227,68642,7911711328,985031,68320.0,68399.06198260773,0,'baixa'
11-08-2017,67359,67359,0.55,66991.95,66678,67295,67623,7627363203,1041610,67822.0,68323.02066086924,0,'baixa'
10-08-2017,66992,66992,-1,67671.06,66650,66991,67671,7367529990,861966,67175.5,67680.34022028974,0,'baixa'
09-08-2017,67671,67671,-0.34,67894.48,67290,67489,67894,6440558351,888681,67331.5,67221.44674009658,0,'alta'
08-08-2017,67899,67899,-0.06,67936.37,67671,68151,68500,8234508620,988272,67785.0,67521.14891336553,0,'alta'
07-08-2017,67940,67940,1.56,66897.99,66887,67581,68043,7858374514,984933,67919.5,67773.04963778851,0,'alta'
04-08-2017,66898,66898,0.18,66783.22,66525,66876,67104,6487173315,825812,67419.0,67884.34987926284,0,'baixa'
03-08-2017,66777,66777,-0.53,67135.99,66705,66871,67256,6910112475,935892,66837.5,67226.78329308762,0,'baixa'
02-08-2017,67136,67136,0.93,66503.9,66305,66971,67277,9633888664,1073993,66956.5,66926.92776436254,0,'alta'
01-08-2017,66516,66516,0.9,65925.1,65925,66372,66606,7387742103,972907,66826.0,67066.30925478751,0,'baixa'
31-07-2017,65920,65920,0.65,65502.54,65503,65807,66048,6956296551,831396,66218.0,66699.4364182625,0,'baixa'
28-07-2017,65497,65497,0.34,65252.61,64953,65250,65497,6107679874,798864,65708.5,66179.81213942083,0,'baixa'
27-07-2017,65277,65277,0.41,65012.89,65013,65402,65678,5977972012,851661,65387.0,65724.60404647361,0,'baixa'
26-07-2017,65011,65011,-1,65668.07,64992,65253,65873,6892331835,881599,65144.0,65426.201348824536,0,'baixa'
25-07-2017,65668,65668,0.87,65101.25,65101,65567,65749,7336949936,925626,65339.5,65149.400449608176,0,'alta'
24-07-2017,65100,65100,0.64,64694.87,64678,64925,65104,4879242359,724154,65384.0,65495.13348320273,0,'baixa'
21-07-2017,64684,64684,-0.39,64935.99,64599,64744,65150,5301091620,706460,64892.0,65231.71116106758,0,'baixa'
20-07-2017,64938,64938,-0.37,65178.17,64898,65065,65505,5837052965,768730,64811.0,64866.570387022526,0,'alta'
19-07-2017,65180,65180,-0.24,65337,64874,65155,65604,6173174319,823572,65059.0,64914.19012900751,0,'alta'
18-07-2017,65338,65338,0.19,65208.25,64943,65127,65338,5862376806,772302,65259.0,65091.39670966917,0,'alta'
17-07-2017,65212,65212,-0.34,65431.28,65119,65276,65478,8877517671,748432,65275.0,65255.798903223054,0,'baixa'
14-07-2017,65436,65436,0.4,65178.35,65178,65384,65624,6189098497,835649,65324.0,65226.599634407685,0,'alta'
13-07-2017,65178,65178,0.53,64854.26,64854,65130,65302,7337044200,919702,65307.0,65366.19987813589,0,'baixa'
12-07-2017,64836,64836,1.57,63840.28,63827,64365,64938,9748591954,1259575,65007.0,65240.733292711964,0,'baixa'
11-07-2017,63832,63832,1.28,63026.82,62908,63495,63891,5878411413,835036,64334.0,64970.91109757066,0,'baixa'
10-07-2017,63025,63025,1.13,62322.4,62322,62880,63135,5521222347,804615,63428.5,64211.637032523555,0,'baixa'
07-07-2017,62322,62322,-0.24,62474.44,62035,62349,62926,6711320468,869942,62673.5,63420.54567750785,0,'baixa'
06-07-2017,62470,62470,-1.08,63156.03,62354,62654,63188,6871472249,934998,62396.0,62688.18189250262,0,'alta'
05-07-2017,63154,63154,-0.12,63215.17,62708,63138,63485,6794201312,894296,62812.0,62542.727297500875,0,'alta'
04-07-2017,63232,63232,-0.08,63268.07,63076,63242,63346,2510215233,438517,63193.0,62950.242432500294,0,'alta'
03-07-2017,63280,63280,0.6,62900.91,62901,63178,63338,4726620664,685172,63256.0,63138.08081083343,0,'alta'
30-06-2017,62900,62900,1.06,62237.83,62238,62771,63038,6109409107,868816,63090.0,63232.693603611144,0,'baixa'
29-06-2017,62239,62239,0.36,62009.85,61689,62069,62499,6080585465,876523,62569.5,63010.89786787038,0,'baixa'
28-06-2017,62018,62018,0.56,61684.26,61433,61845,62057,5770091613,954914,62128.5,62496.299289290124,0,'baixa'
27-06-2017,61675,61675,-0.82,62188.32,61580,61975,62424,7504176829,917391,61846.5,62177.43309643004,0,'baixa'
26-06-2017,62188,62188,1.8,61087.85,61088,61953,62251,5747543079,840217,61931.5,61842.47769881001,0,'alta'
23-06-2017,61087,61087,-0.3,61272.22,60992,61230,61400,5805009414,778499,61637.5,62072.82589960334,0,'baixa'
22-06-2017,61272,61272,0.84,60762.42,60758,61169,61354,6637253256,889515,61179.5,61415.60863320111,0,'alta'
21-06-2017,60762,60762,-0.01,60783.05,60544,60851,61188,7209186949,1015169,61017.0,61319.86954440037,0,'baixa'
20-06-2017,60766,60766,-2.01,62010.56,60766,61204,62011,8051129085,1144792,60764.0,60947.95651480012,0,'alta'
